"","atopid","member","yrent","moent","ineffect","estmode","pubsecr","secrart","length","defense","offense","neutral","nonagg","consul","active","notaiden","terrres","specthrt","milaid","base","armred","ecaid","StateAbb","StateName"
"656",4900,490,1998,5,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"DRC","Democratic Republic of the Congo"
"657",4915,490,1998,12,1,1,0,0,NA,0,0,0,1,0,0,3,NA,5,NA,NA,NA,NA,"DRC","Democratic Republic of the Congo"
"658",4920,490,1999,4,0,1,0,0,NA,1,0,0,0,0,1,NA,NA,NA,3,NA,NA,NA,"DRC","Democratic Republic of the Congo"
"659",4945,490,2000,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"DRC","Democratic Republic of the Congo"
"660",4953,490,2001,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"DRC","Democratic Republic of the Congo"
"661",4953,490,2002,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"DRC","Democratic Republic of the Congo"
"662",4985,490,2001,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"DRC","Democratic Republic of the Congo"
"663",4985,490,2003,8,1,1,0,0,0,1,0,0,1,1,1,3,0,0,3,0,0,0,"DRC","Democratic Republic of the Congo"
"664",5090,490,2006,12,1,1,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,1,"DRC","Democratic Republic of the Congo"
"665",3460,816,1962,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"DRV","Vietnam"
"666",3755,816,1992,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"DRV","Vietnam"
"667",3825,816,1978,11,0,1,0,0,300,0,0,0,0,1,0,0,0,0,0,0,0,0,"DRV","Vietnam"
"668",4605,816,1994,6,1,1,0,0,120,0,0,0,0,1,0,2,0,0,0,0,0,0,"DRV","Vietnam"
"669",4870,816,1997,4,1,1,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,3,"DRV","Vietnam"
"670",1053,130,1832,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"ECU","Ecuador"
"671",1220,130,1860,1,0,1,0,0,0,1,0,1,0,0,1,3,0,0,0,0,1,0,"ECU","Ecuador"
"672",1240,130,1864,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,3,"ECU","Ecuador"
"673",1260,130,1866,1,0,1,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,"ECU","Ecuador"
"674",1467,130,1911,4,1,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,3,"ECU","Ecuador"
"675",2550,130,1945,2,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,"ECU","Ecuador"
"676",3010,130,1945,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"ECU","Ecuador"
"677",3075,130,1949,11,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,"ECU","Ecuador"
"678",3150,130,1948,4,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,"ECU","Ecuador"
"679",4897,130,1997,9,1,1,0,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,"ECU","Ecuador"
"680",2385,651,1936,8,0,1,0,0,240,1,0,0,0,1,1,0,1,0,3,3,0,0,"EGY","Egypt"
"681",2385,651,1936,8,0,1,0,0,240,1,0,0,0,1,1,0,1,0,3,3,0,0,"EGY","Egypt"
"682",2420,651,1937,9,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,"EGY","Egypt"
"683",2420,651,1937,9,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,"EGY","Egypt"
"684",2550,651,1945,2,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,"EGY","Egypt"
"685",2550,651,1945,2,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,"EGY","Egypt"
"686",3015,651,1945,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"EGY","Egypt"
"687",3015,651,1945,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"EGY","Egypt"
"688",3015,651,1989,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"EGY","Egypt"
"689",3015,651,1989,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"EGY","Egypt"
"690",3205,651,1950,6,0,1,0,0,120,1,0,0,1,1,1,0,0,0,3,0,0,0,"EGY","Egypt"
"691",3205,651,1950,6,0,1,0,0,120,1,0,0,1,1,1,0,0,0,3,0,0,0,"EGY","Egypt"
"692",3205,651,1989,5,1,1,0,0,120,1,0,0,1,1,1,0,0,0,3,0,0,0,"EGY","Egypt"
"693",3205,651,1989,5,1,1,0,0,120,1,0,0,1,1,1,0,0,0,3,0,0,0,"EGY","Egypt"
"694",3265,651,1954,10,0,1,0,0,84,0,0,0,0,1,0,0,1,2,0,0,0,0,"EGY","Egypt"
"695",3265,651,1954,10,0,1,0,0,84,0,0,0,0,1,0,0,1,2,0,0,0,0,"EGY","Egypt"
"696",3300,651,1955,10,0,1,0,0,60,1,0,0,0,1,1,0,0,0,3,2,0,0,"EGY","Egypt"
"697",3300,651,1955,10,0,1,0,0,60,1,0,0,0,1,1,0,0,0,3,2,0,0,"EGY","Egypt"
"698",3305,651,1955,10,0,1,0,0,60,1,0,0,0,1,1,0,0,0,3,0,0,0,"EGY","Egypt"
"699",3305,651,1955,10,0,1,0,0,60,1,0,0,0,1,1,0,0,0,3,0,0,0,"EGY","Egypt"
"700",3310,651,1956,4,0,1,0,0,60,1,0,0,0,1,1,0,0,0,3,0,0,0,"EGY","Egypt"
"701",3310,651,1956,4,0,1,0,0,60,1,0,0,0,1,1,0,0,0,3,0,0,0,"EGY","Egypt"
"702",3345,651,1958,3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,3,"EGY","Egypt"
"703",3345,651,1958,3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,3,"EGY","Egypt"
"704",3350,651,1958,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EGY","Egypt"
"705",3350,651,1958,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EGY","Egypt"
"706",3467,651,1962,11,0,1,0,0,60,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"EGY","Egypt"
"707",3467,651,1962,11,0,1,0,0,60,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"EGY","Egypt"
"708",3538,651,1966,11,0,1,0,0,60,1,0,0,0,0,1,NA,NA,NA,0,NA,NA,NA,"EGY","Egypt"
"709",3538,651,1966,11,0,1,0,0,60,1,0,0,0,0,1,NA,NA,NA,0,NA,NA,NA,"EGY","Egypt"
"710",3570,651,1967,5,0,1,0,0,60,1,0,0,0,1,1,0,0,0,0,0,0,0,"EGY","Egypt"
"711",3570,651,1967,5,0,1,0,0,60,1,0,0,0,1,1,0,0,0,0,0,0,0,"EGY","Egypt"
"712",3670,651,1971,5,0,1,0,0,180,0,0,0,1,1,0,0,0,0,3,0,0,3,"EGY","Egypt"
"713",3670,651,1971,5,0,1,0,0,180,0,0,0,1,1,0,0,0,0,3,0,0,3,"EGY","Egypt"
"714",3743,651,1975,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"EGY","Egypt"
"715",3743,651,1975,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"EGY","Egypt"
"716",3755,651,2016,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"EGY","Egypt"
"717",3755,651,2016,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"EGY","Egypt"
"718",3758,651,1976,7,0,1,0,0,300,1,0,0,0,1,1,0,0,0,0,0,0,0,"EGY","Egypt"
"719",3758,651,1976,7,0,1,0,0,300,1,0,0,0,1,1,0,0,0,0,0,0,0,"EGY","Egypt"
"720",3850,651,1979,3,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"EGY","Egypt"
"721",3850,651,1979,3,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"EGY","Egypt"
"722",4953,651,2001,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"EGY","Egypt"
"723",4953,651,2001,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"EGY","Egypt"
"724",4953,651,2002,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"EGY","Egypt"
"725",4953,651,2002,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"EGY","Egypt"
"726",4945,411,2000,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"EQG","Equatorial Guinea"
"727",4953,411,2000,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"EQG","Equatorial Guinea"
"728",4953,411,2002,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"EQG","Equatorial Guinea"
"729",4953,531,2001,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ERI","Eritrea"
"730",4953,531,2002,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"ERI","Eritrea"
"731",4960,531,2000,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ERI","Eritrea"
"732",2110,366,1923,11,0,1,0,0,120,1,0,0,0,1,1,0,0,0,0,0,0,0,"EST","Estonia"
"733",2110,366,1923,11,0,1,0,0,120,1,0,0,0,1,1,0,0,0,0,0,0,0,"EST","Estonia"
"734",2110,366,1934,2,0,1,0,0,120,1,0,0,0,1,1,0,0,0,0,0,0,0,"EST","Estonia"
"735",2110,366,1934,2,0,1,0,0,120,1,0,0,0,1,1,0,0,0,0,0,0,0,"EST","Estonia"
"736",2240,366,1929,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"EST","Estonia"
"737",2240,366,1929,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"EST","Estonia"
"738",2290,366,1932,5,0,1,0,0,36,0,0,0,1,0,0,2,0,0,0,0,0,0,"EST","Estonia"
"739",2290,366,1932,5,0,1,0,0,36,0,0,0,1,0,0,2,0,0,0,0,0,0,"EST","Estonia"
"740",2345,366,1934,9,0,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"EST","Estonia"
"741",2345,366,1934,9,0,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"EST","Estonia"
"742",2455,366,1939,6,0,1,0,0,120,0,0,1,1,0,0,0,0,0,0,0,0,0,"EST","Estonia"
"743",2455,366,1939,6,0,1,0,0,120,0,0,1,1,0,0,0,0,0,0,0,0,0,"EST","Estonia"
"744",2475,366,1939,9,0,1,0,0,120,1,0,0,0,0,1,0,1,0,2,3,0,0,"EST","Estonia"
"745",2475,366,1939,9,0,1,0,0,120,1,0,0,0,0,1,0,1,0,2,3,0,0,"EST","Estonia"
"746",3180,366,2003,3,1,1,0,0,240,1,0,0,1,1,1,0,0,0,0,3,0,0,"EST","Estonia"
"747",3180,366,2003,3,1,1,0,0,240,1,0,0,1,1,1,0,0,0,0,3,0,0,"EST","Estonia"
"748",3740,366,1991,12,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"EST","Estonia"
"749",3740,366,1991,12,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"EST","Estonia"
"750",4175,366,2007,11,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,"EST","Estonia"
"751",4175,366,2007,11,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,"EST","Estonia"
"752",4241,366,1992,5,1,1,0,0,120,0,0,1,1,1,0,1,0,0,0,0,0,3,"EST","Estonia"
"753",4241,366,1992,5,1,1,0,0,120,0,0,1,1,1,0,1,0,0,0,0,0,3,"EST","Estonia"
"754",4285,366,1992,7,1,1,0,0,180,0,0,1,1,1,0,2,0,0,0,0,0,0,"EST","Estonia"
"755",4285,366,1992,7,1,1,0,0,180,0,0,1,1,1,0,2,0,0,0,0,0,0,"EST","Estonia"
"756",4290,366,1992,7,1,1,0,0,120,0,0,1,0,0,0,1,0,0,0,0,0,0,"EST","Estonia"
"757",4290,366,1992,7,1,1,0,0,120,0,0,1,0,0,0,1,0,0,0,0,0,0,"EST","Estonia"
"758",4315,366,1992,8,1,1,0,0,120,0,0,1,1,0,0,1,0,0,0,0,0,0,"EST","Estonia"
"759",4315,366,1992,8,1,1,0,0,120,0,0,1,1,0,0,1,0,0,0,0,0,0,"EST","Estonia"
"760",4410,366,1993,1,1,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"EST","Estonia"
"761",4410,366,1993,1,1,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"EST","Estonia"
"762",4795,366,1996,4,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"EST","Estonia"
"763",4795,366,1996,4,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"EST","Estonia"
"764",2225,530,1928,8,0,1,0,0,240,0,0,0,1,0,0,0,0,0,0,0,0,0,"ETH","Ethiopia"
"765",2225,530,1928,8,0,1,0,0,240,0,0,0,1,0,0,0,0,0,0,0,0,0,"ETH","Ethiopia"
"766",2550,530,1942,7,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,"ETH","Ethiopia"
"767",2550,530,1942,7,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,"ETH","Ethiopia"
"768",2580,530,1944,12,0,1,0,0,0,1,1,0,0,0,1,0,1,4,3,3,0,0,"ETH","Ethiopia"
"769",2580,530,1944,12,0,1,0,0,0,1,1,0,0,0,1,0,1,4,3,3,0,0,"ETH","Ethiopia"
"770",3485,530,1963,11,1,1,0,0,0,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,"ETH","Ethiopia"
"771",3485,530,1963,11,1,1,0,0,0,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,"ETH","Ethiopia"
"772",3835,530,1978,11,1,1,0,0,240,0,0,0,1,1,0,0,0,0,0,0,0,3,"ETH","Ethiopia"
"773",3835,530,1978,11,1,1,0,0,240,0,0,0,1,1,0,0,0,0,0,0,0,3,"ETH","Ethiopia"
"774",3856,530,1979,11,0,1,0,0,240,0,0,0,1,0,0,0,0,0,0,0,0,3,"ETH","Ethiopia"
"775",3856,530,1979,11,0,1,0,0,240,0,0,0,1,0,0,0,0,0,0,0,0,3,"ETH","Ethiopia"
"776",3858,530,1979,12,0,1,0,0,180,0,0,0,1,0,0,0,0,0,0,0,0,3,"ETH","Ethiopia"
"777",3858,530,1979,12,0,1,0,0,180,0,0,0,1,0,0,0,0,0,0,0,0,3,"ETH","Ethiopia"
"778",3861,530,1980,7,0,1,0,0,240,0,0,0,1,0,0,0,0,0,0,0,0,0,"ETH","Ethiopia"
"779",3861,530,1980,7,0,1,0,0,240,0,0,0,1,0,0,0,0,0,0,0,0,0,"ETH","Ethiopia"
"780",3870,530,1980,9,1,1,0,0,240,0,0,0,1,1,0,0,0,0,0,0,0,3,"ETH","Ethiopia"
"781",3870,530,1980,9,1,1,0,0,240,0,0,0,1,1,0,0,0,0,0,0,0,3,"ETH","Ethiopia"
"782",3903,530,1981,8,0,1,0,0,0,1,0,0,0,1,1,0,0,NA,0,0,0,0,"ETH","Ethiopia"
"783",3903,530,1981,8,0,1,0,0,0,1,0,0,0,1,1,0,0,NA,0,0,0,0,"ETH","Ethiopia"
"784",4953,530,2000,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ETH","Ethiopia"
"785",4953,530,2000,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ETH","Ethiopia"
"786",4953,530,2002,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"ETH","Ethiopia"
"787",4953,530,2002,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"ETH","Ethiopia"
"788",4960,530,2000,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ETH","Ethiopia"
"789",4960,530,2000,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ETH","Ethiopia"
"790",5055,530,2005,3,1,1,0,0,0,1,0,0,1,0,1,4,0,0,1,0,0,0,"ETH","Ethiopia"
"791",5055,530,2005,3,1,1,0,0,0,1,0,0,1,0,1,4,0,0,1,0,0,0,"ETH","Ethiopia"
"792",3755,860,2007,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ETM","East Timor"
"793",5010,950,2002,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"FIJ","Fiji"
"794",2280,375,1932,1,0,1,0,0,36,0,0,1,1,0,0,0,0,0,0,0,0,0,"FIN","Finland"
"795",2500,375,1940,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,"FIN","Finland"
"796",3140,375,1948,4,0,1,0,0,120,1,0,0,0,1,1,0,0,1,0,0,0,0,"FIN","Finland"
"797",3710,375,1972,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"FIN","Finland"
"798",3740,375,1975,8,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"FIN","Finland"
"799",3740,375,1990,11,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"FIN","Finland"
"800",4145,375,1992,1,1,1,0,0,120,0,0,1,1,1,0,1,0,0,0,0,0,0,"FIN","Finland"
"801",4175,375,1995,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"FIN","Finland"
"802",4175,375,2007,11,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,"FIN","Finland"
"803",1005,220,1815,1,0,1,1,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"FRN","France"
"804",1005,220,1815,1,0,1,1,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"FRN","France"
"805",1045,220,1827,7,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,"FRN","France"
"806",1045,220,1827,7,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,"FRN","France"
"807",1055,220,1832,10,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,"FRN","France"
"808",1055,220,1832,10,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,"FRN","France"
"809",1060,220,1832,11,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,"FRN","France"
"810",1060,220,1832,11,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,"FRN","France"
"811",1100,220,1834,4,0,1,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,"FRN","France"
"812",1100,220,1834,4,0,1,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,"FRN","France"
"813",1100,220,1834,8,0,1,0,0,0,0,0,0,0,1,1,3,0,5,3,0,0,0,"FRN","France"
"814",1100,220,1834,8,0,1,0,0,0,0,0,0,0,1,1,3,0,5,3,0,0,0,"FRN","France"
"815",1120,220,1847,5,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,"FRN","France"
"816",1120,220,1847,5,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,"FRN","France"
"817",1160,220,1854,3,0,1,0,0,0,1,0,0,0,1,1,0,0,4,0,3,0,0,"FRN","France"
"818",1160,220,1854,3,0,1,0,0,0,1,0,0,0,1,1,0,0,4,0,3,0,0,"FRN","France"
"819",1165,220,1854,4,0,1,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,"FRN","France"
"820",1165,220,1854,4,0,1,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,"FRN","France"
"821",1180,220,1854,12,0,1,0,0,0,1,1,0,0,1,1,0,0,4,0,0,0,0,"FRN","France"
"822",1180,220,1854,12,0,1,0,0,0,1,1,0,0,1,1,0,0,4,0,0,0,0,"FRN","France"
"823",1185,220,1854,12,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"824",1185,220,1854,12,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"825",1190,220,1855,11,0,1,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,"FRN","France"
"826",1190,220,1855,11,0,1,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,"FRN","France"
"827",1195,220,1856,4,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,"FRN","France"
"828",1195,220,1856,4,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,"FRN","France"
"829",1210,220,1859,1,0,1,2,8,0,1,1,0,0,0,1,0,0,3,2,0,0,0,"FRN","France"
"830",1210,220,1859,1,0,1,2,8,0,1,1,0,0,0,1,0,0,3,2,0,0,0,"FRN","France"
"831",1215,220,1859,3,0,1,2,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"832",1215,220,1859,3,0,1,2,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"833",1225,220,1861,10,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"FRN","France"
"834",1225,220,1861,10,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"FRN","France"
"835",1270,220,1866,6,0,1,2,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"836",1270,220,1866,6,0,1,2,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"837",1300,220,1870,8,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,"FRN","France"
"838",1300,220,1870,8,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,"FRN","France"
"839",1320,220,1874,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,3,"FRN","France"
"840",1320,220,1874,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,3,"FRN","France"
"841",1380,220,1891,8,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,"FRN","France"
"842",1380,220,1891,8,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,"FRN","France"
"843",1385,220,1893,12,0,0,2,8,0,1,0,0,0,0,1,0,0,6,0,0,0,0,"FRN","France"
"844",1385,220,1893,12,0,0,2,8,0,1,0,0,0,0,1,0,0,6,0,0,0,0,"FRN","France"
"845",1420,220,1902,6,0,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"FRN","France"
"846",1420,220,1902,6,0,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"FRN","France"
"847",1430,220,1904,10,0,0,2,8,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"FRN","France"
"848",1430,220,1904,10,0,0,2,8,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"FRN","France"
"849",1445,220,1907,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"FRN","France"
"850",1445,220,1907,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"FRN","France"
"851",1485,220,1912,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"FRN","France"
"852",1485,220,1912,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"FRN","France"
"853",2015,220,1914,9,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,"FRN","France"
"854",2015,220,1914,9,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,"FRN","France"
"855",2025,220,1915,4,0,0,2,8,0,1,1,0,0,1,1,0,0,4,2,0,0,0,"FRN","France"
"856",2025,220,1915,4,0,0,2,8,0,1,1,0,0,1,1,0,0,4,2,0,0,0,"FRN","France"
"857",2040,220,1916,8,0,0,2,8,0,1,1,0,0,0,1,0,1,4,3,3,0,0,"FRN","France"
"858",2040,220,1916,8,0,0,2,8,0,1,1,0,0,0,1,0,1,4,3,3,0,0,"FRN","France"
"859",2055,220,1920,9,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,1,2,0,"FRN","France"
"860",2055,220,1920,9,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,1,2,0,"FRN","France"
"861",2060,220,1921,2,0,0,1,3,0,1,0,0,0,1,1,0,0,1,3,0,0,3,"FRN","France"
"862",2060,220,1921,2,0,0,1,3,0,1,0,0,0,1,1,0,0,1,3,0,0,3,"FRN","France"
"863",2095,220,1921,12,0,1,0,0,120,0,0,0,0,1,0,0,0,2,0,0,0,0,"FRN","France"
"864",2095,220,1921,12,0,1,0,0,120,0,0,0,0,1,0,0,0,2,0,0,0,0,"FRN","France"
"865",2120,220,1924,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"866",2120,220,1924,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"867",2130,220,1925,10,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"FRN","France"
"868",2130,220,1925,10,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"FRN","France"
"869",2135,220,1925,10,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"FRN","France"
"870",2135,220,1925,10,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"FRN","France"
"871",2140,220,1925,10,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"FRN","France"
"872",2140,220,1925,10,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"FRN","France"
"873",2160,220,1926,6,0,1,0,0,120,0,0,0,1,1,0,0,0,0,0,0,0,0,"FRN","France"
"874",2160,220,1926,6,0,1,0,0,120,0,0,0,1,1,0,0,0,0,0,0,0,0,"FRN","France"
"875",2200,220,1927,11,0,1,0,0,60,0,0,0,1,1,0,0,0,0,0,0,0,0,"FRN","France"
"876",2200,220,1927,11,0,1,0,0,60,0,0,0,1,1,0,0,0,0,0,0,0,0,"FRN","France"
"877",2260,220,1930,2,0,1,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,"FRN","France"
"878",2260,220,1930,2,0,1,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,"FRN","France"
"879",2300,220,1932,11,0,1,0,0,24,0,0,1,1,0,0,4,0,0,0,0,0,0,"FRN","France"
"880",2300,220,1932,11,0,1,0,0,24,0,0,1,1,0,0,4,0,0,0,0,0,0,"FRN","France"
"881",2350,220,1935,1,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"882",2350,220,1935,1,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"883",2355,220,1935,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"884",2355,220,1935,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"FRN","France"
"885",2360,220,1935,5,0,1,0,0,60,1,0,0,0,1,1,0,0,1,0,0,0,0,"FRN","France"
"886",2360,220,1935,5,0,1,0,0,60,1,0,0,0,1,1,0,0,1,0,0,0,0,"FRN","France"
"887",2420,220,1937,9,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,"FRN","France"
"888",2420,220,1937,9,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,"FRN","France"
